nuu miso,"BE-HERE, Rue Dieudonné Lefèvre 4, 1020 Bruxelles, Belgium",Bruxelles,1020,5,10,grocery_or_supermarket|food|point_of_interest|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJ_exV3ADFw0cRh-pld6oY0-A,producteur local
wAnderCoop,"Av. de Saïo 16, 1070 Anderlecht, Belgium",Anderlecht,1070,5,42,supermarket|grocery_or_supermarket|food|point_of_interest|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJ8Wxl9DvHw0cR_gp1hTcPvPs,producteur local
AB Primeurs,"Rue de Stalle 5, 1180 Uccle, Belgium",Uccle,1180,4.7,97,grocery_or_supermarket|food|point_of_interest|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJi1BporHFw0cR4lNTVbl9Ecc,producteur local
La Ruche Qui Dit Oui Oudergem,"Av. des Volontaires 19, 1160 Auderghem, Belgium",Auderghem,1160,4.9,36,grocery_or_supermarket|food|point_of_interest|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJIe4XC8rEw0cR2cor1EJQ1z4,producteur local
Happy Farm,"Rue du Chaudron 30, 1070 Anderlecht, Belgium",Anderlecht,1070,4.5,68,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJX9rl5xnHw0cRCPoFVKj8HQE,ferme bio
Het Neerhof,"Neerhofstraat 2, 1700 Dilbeek, Belgium",Dilbeek,1700,4.4,471,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJS1JsXtjGw0cRnR0bLa-h99A,ferme bio
La Ferme de la Papelotte,"Chem. de Catomoreau 50, 1410 Waterloo, Belgium",Waterloo,1410,4.9,11,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJp1rLvKXRw0cRBUxC_b16Ii4,ferme bio
Song of the Quail Farm,"Av. des Cailles, 1170 Watermael-Boitsfort, Belgium",Watermael-Boitsfort,1170,4.6,242,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJ07EEUCbbw0cRR379o1FVj_A,ferme bio
Ferme du Meylemeersch,"Rue Chant d'Oiseaux 221, 1070 Anderlecht, Belgium",Anderlecht,1070,5,2,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJX4z9DvPHw0cR4czlB7cglGo,ferme bio
"Fruit-Time - Venez cueillir vos fraises (juin), framboises (juillet, août, septembre), fleurs et autres petits fruits rouges.","Rue du Pommier 465, 1070 Anderlecht, Belgium",Anderlecht,1070,4.6,102,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJM0FVFN7Gw0cRf0JmYBNyQlA,vente directe à la ferme
Administration communale d'Anderlecht - État civil,"Rue de France 99, 1070 Anderlecht, Belgium",Anderlecht,1070,2.2,113,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJk-_KN43Fw0cRTvYZA_bhP2k,circuit court
Vredegerecht Anderlecht,"Pl. de la Résistance 3, 1070 Anderlecht, Belgium",Anderlecht,1070,2.8,8,courthouse|local_government_office|point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJ35SpXhzEw0cRAYGYAfqzRTM,circuit court
Centre Administratif Jacques Simonet Etat civil,"Pl. de la Vaillance 27, 1070 Anderlecht, Belgium",Anderlecht,1070,3.2,20,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJ9_JlbqfGw0cRhRJeYldSr7w,circuit court
Town hall Anderlecht,"Pl. du Conseil 1, 1070 Anderlecht, Belgium",Anderlecht,1070,2,114,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJ82BEnQ3Ew0cRTggGVhrxqGI,circuit court
Circuit - lieu de lien/ontmoetingsplek,"Rue du Grand Hospice 7/Local C19, 1000 Bruxelles, Belgium",Bruxelles,1000,5,1,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJGYg7caDDw0cRWVTti7MSwJo,circuit court
Palace of Justice,"Pl. Poelaert 1, 1000 Bruxelles, Belgium",Bruxelles,1000,4.2,971,courthouse|tourist_attraction|point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJz6MvLWPEw0cRBeLV8QN50AE,circuit court
CPAS Anderlecht,"Av. Raymond Vander Bruggen 62/64, 1070 Anderlecht, Belgium",Anderlecht,1070,2.1,171,local_government_office|point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJD2Y3nA3Ew0cRbbCbJGQy48s,circuit court
CENTRE ADMINISTRATIF POUR LA COMMUNE D’ANDERLECHT,"Rue de Veeweyde 100, 1070 Anderlecht, Belgium",Anderlecht,1070,1,1,local_government_office|point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJUeEc9OvHw0cRWp--LKZAz00,circuit court
Denis / Didier,"Rue Charles Jaumotte 68, 1300 Wavre, Belgium",Wavre,1300,4.5,251,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJj-emryPWw0cR8sEW7ujxTpA,ferme avicole
Abattage de Volaille,"Rue de l'Instruction 3, 1070 Anderlecht, Belgium",Anderlecht,1070,5,4,store|food|point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJGZAXDw7Ew0cRrVU9U301qDg,ferme avicole
VCV-Vlees-Centrale-Viande,"Quai de l'Industrie 155, 1070 Anderlecht, Belgium",Anderlecht,1070,5,8,food|point_of_interest|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJJWr8XQnEw0cR0f_Jihf01Hs,élevage vente viande vache
La Maison du Miel,"Rue du Midi 121, 1000 Bruxelles, Belgium",Bruxelles,1000,4.6,118,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJacflpHnEw0cRnFbI1a88_zA,ferme apiculteur
Vis ma vie d'abeille | Dr Miel vous offre du vrai miel et ça se goûte.,"Rue François Beeckmans 31/2, 1083 Ganshoren, Belgium",Ganshoren,1083,4.9,70,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJH1dSmWLBw0cRu8b3lqiDeyk,ferme apiculteur
Le bonheur est dans le rucher,"Rue du Tulipier, 1190 Forest, Belgium",Forest,1190,5,3,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJQ6N3PV_Fw0cRyvPB5wW3sP4,ferme apiculteur
Honey House Overijse Miel Honing Self Service 24h/24h Apiculteur Imker,"Riddersdal 1, 3090 Overijse, Belgium",Overijse,3090,5,34,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJNw19st7bw0cReUeESsrJzek,ferme apiculteur
Miel Goossens,"Rue de Grand-Bigard 537, 1082 Berchem-Sainte-Agathe, Belgium",Berchem-Sainte-Agathe,1082,4.8,61,store|point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJQ-j5N9nDw0cR6juN8h-YY4s,ferme apiculteur
Horra,"Rue du Pannenhuys 69, 1090 Bruxelles, Belgium",Bruxelles,1090,5,40,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJ6WLmCpvDw0cRjHGj5PMHXvI,ferme apiculteur
Apibeesabmails,"Albert Denystraat 30, 1651 Beersel, Belgium",Beersel,1651,5,22,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJZWe_osjJw0cRV5OPqZGvDWU,ferme apiculteur
Allo Guepes,"Bd Industriel 130, 1070 Anderlecht, Belgium",Anderlecht,1070,3.7,3,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJlV4d7WPDw0cRdw5G9Lndg1o,ferme apiculteur
La Ruche Fleurie Hoeilaart Miel Honing Self Service 24h/24h Apiculteur Imker Miel a vendre,"Tenboslaan 59, 1560 Hoeilaart, Belgium",Hoeilaart,1560,5,1,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJ70EGSBnRw0cRAtDOHH_zIAI,ferme apiculteur
"Beetasty - Apiculteur, produits de la ruche artisanal","Rue de Maredret 14B, 5537 Anhée, Belgium",Anhée,5537,4.9,208,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJpy_moD-SwUcRiRiCUC5KJF0,ferme apiculteur
Le Clos Des Aulniats,"Rue Puissant d'Agimont 230, 6040 Charleroi, Belgium",Charleroi,6040,4.6,82,grocery_or_supermarket|store|food|point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJsWbSNFEvwkcR-q4D5WKg4M4,ferme apiculteur
The Barn Bio Market - Auderghem,"Waversesteenweg 1620, 1160 Oudergem, Belgium",Oudergem,1160,4.6,124,point_of_interest|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJB9MiIGvbw0cRBDH7M55-4Bs,producteur bio
Vrak,"Waversesteenweg 1747, 1160 Oudergem, Belgium",Oudergem,1160,4.4,83,point_of_interest|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJ-6pw6DHbw0cRN-q6KGGBwCk,producteur bio
Färm,"Métro : ""Hankar, Waversesteenweg 1080, 1160 Etterbeek, Belgium",Etterbeek,1160,4.2,419,supermarket|grocery_or_supermarket|food|point_of_interest|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJ7wGTWMrEw0cRAjDcIAvCROw,producteur bio
The Barn Bio Market - Etterbeek,"Pl. Saint-Pierre 38, 1040 Etterbeek, Belgium",Etterbeek,1040,4.7,1184,supermarket|grocery_or_supermarket|food|point_of_interest|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJOQyeka_Ew0cRquIuOZfUoAY,producteur bio
ELEMENTERRE BIO,"Chau. de Roodebeek 280, 1200 Woluwe-Saint-Lambert, Belgium",Woluwe-Saint-Lambert,1200,5,9,grocery_or_supermarket|food|point_of_interest|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJE1AQRKbcw0cRDAqpvYHxPjg,producteur bio
Brüt by Färm,"Rue Gray 10, 1040 Etterbeek, Belgium",Etterbeek,1040,4.3,245,grocery_or_supermarket|food|point_of_interest|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJY0VuzvHFw0cRv-VMQeki59M,producteur bio
The Barn Bio Market,"Rue de la Tulipe 22, 1050 Ixelles, Belgium",Ixelles,1050,4.6,286,grocery_or_supermarket|food|point_of_interest|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJcxC0DfHFw0cRkf2QdXoJnVg,producteur bio
L'Espinette BIO,"Frm de l'Espinette, 1320 Beauvechain, Belgium",Beauvechain,1320,5,8,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJzxlJMf57wUcRHp9L4TKWpL4,producteur bio
Ferme du Maustitchi,"Rue E. Depré 13, 6142 Fontaine-l'Évêque, Belgium",Fontaine-l'Évêque,6142,4.7,460,grocery_or_supermarket|food|point_of_interest|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJoWjxMio7wkcRneGsqtV-LLQ,producteur bio
Färm,"Chau. d'Ixelles 136, 1050 Ixelles, Belgium",Ixelles,1050,3.8,167,grocery_or_supermarket|food|point_of_interest|store|health|establishment,https://www.google.com/maps/place/?q=place_id:ChIJ1w0t_I7Ew0cRneYgWMubzc0,producteur bio
Färm,"Chau. de Roodebeek 158, 1200 Woluwe-Saint-Lambert, Belgium",Woluwe-Saint-Lambert,1200,4.3,184,grocery_or_supermarket|food|point_of_interest|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJ29xjRWzdw0cRxyVx5Uzhofc,producteur bio
Moestuin van la Finca,"Perkstraat, 1970 Wezembeek-Oppem, Belgium",Wezembeek-Oppem,1970,4.6,38,grocery_or_supermarket|food|point_of_interest|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJCeT_n6rew0cRO_OVy-dZHnY,producteur bio
Bio marché,"Rue des Champs 4, 1040 Etterbeek, Belgium",Etterbeek,1040,4.4,164,pet_store|point_of_interest|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJfWKHhLnEw0cRMCgtbFevoUs,producteur bio
Färm,"Rue de Linthout 169, 1200 Woluwe-Saint-Lambert, Belgium",Woluwe-Saint-Lambert,1200,4.2,405,grocery_or_supermarket|food|point_of_interest|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJiQniZqnEw0cRvZk-SrF7F54,producteur bio
Cycle Farm,"Av. de la Sapinière 51, 1180 Bruxelles, Belgium",Bruxelles,1180,4.5,2,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJbzEjnULFw0cRZu2Y1HkMjQo,producteur bio
Mon panier bio,"Chem. du Vivier Saint-Laurent 2, 1320 Beauvechain, Belgium",Beauvechain,1320,4.7,36,grocery_or_supermarket|food|point_of_interest|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJedRfsY9kwUcRO2r5c3U6ejY,producteur bio
Ferme Bio du Petit Sart,"Пети Сар көчөсү 75, 1390 Grez-Doiceau, Belgium",Grez-Doiceau,1390,4.9,8,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJxT_8OWVjwUcRK7FtIrxbvWM,producteur bio
Marché Bio des Tanneurs,"Rue des Tanneurs 58, 1000 Bruxelles, Belgium",Bruxelles,1000,4.5,739,food|point_of_interest|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJI6-FeUPFw0cRgWiIVPWVx1U,producteur bio
Buurderij Sint-Lambrechts-Woluwe,"Av. Albert Dumont 10, 1200 Woluwe-Saint-Lambert, Belgium",Woluwe-Saint-Lambert,1200,4.7,17,grocery_or_supermarket|food|point_of_interest|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJoXlPjqrdw0cRPtNU0ksZHA0,producteur bio
The Barn Bio Markt - Sint-Gillis,"Chau. de Charleroi 92, 1060 Saint-Gilles, Belgium",Saint-Gilles,1060,4.6,475,grocery_or_supermarket|food|point_of_interest|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJob0TanrFw0cRZuUMis3Qxos,producteur bio
LOKALE • Le Comptoir Local,"Av. Albert 1er 14, 1332 Rixensart, Belgium",Rixensart,1332,4.5,74,grocery_or_supermarket|food|point_of_interest|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJG1bAZXDRw0cRXiz3q0gSyac,producteur bio
Sequoia,"Rue des Bégonias 10/16, 1170 Watermael-Boitsfort, Belgium",Watermael-Boitsfort,1170,4,246,grocery_or_supermarket|food|point_of_interest|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJG_HguSzbw0cRJVPf-CIa4Ek,producteur bio
Le comptoir Bio,"Chau. de Waterloo 1485, 1180 Uccle, Belgium",Uccle,1180,4.4,35,point_of_interest|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJt1hzlQHFw0cRZDMARwdVdIQ,producteur bio
Färm,"Av. Rogier 383, 1030 Schaerbeek, Belgium",Schaerbeek,1030,4.4,395,grocery_or_supermarket|food|point_of_interest|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJ7208OQLDw0cRdVrvrW5AvX8,producteur bio
Le marché de mémé,"Jardin Martin V 55, 1200 Woluwe-Saint-Lambert, Belgium",Woluwe-Saint-Lambert,1200,5,7,point_of_interest|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJDSMJoLbdw0cRx-GCDvBMoDM,producteur bio
Bio-boerderij Den Diepen Boomgaard,"Rijkenhoekstraat 80, 1850 Grimbergen, Belgium",Grimbergen,1850,4.4,102,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJyx0-2Szow0cRb4UxI8Fpwls,producteur bio
Ferme Nos Pilifs,"Trassersweg 347, 1120 Brussel, Belgium",Brussel,1120,4.5,3181,bakery|general_contractor|park|restaurant|food|health|point_of_interest|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJlcMYfOnCw0cRFF9O5l2zOYE,producteur bio
l'eldoradis,"Hollebeekstraat 188, 1630 Linkebeek, Belgium",Linkebeek,1630,4.8,6,food|point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJPzZYrZPEw0cRdOtsIyOp2EA,producteur bio
Organic & Natural Market Sequoia Stockel,"Rue de l'Eglise 101, 1150 Woluwe-Saint-Pierre, Belgium",Woluwe-Saint-Pierre,1150,4.2,199,supermarket|grocery_or_supermarket|food|point_of_interest|store|health|establishment,https://www.google.com/maps/place/?q=place_id:ChIJS8yBL4Hbw0cRe5oTrlJMJiY,producteur bio
The Barn Biomarkt - Jette,"Rue Pierre Timmermans 43, 1090 Jette, Belgium",Jette,1090,4.4,308,supermarket|grocery_or_supermarket|food|point_of_interest|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJM36jKNTDw0cRZQ1ceAMF49c,producteur bio
Votre propre potager bio (louez votre parcelle et cultivez) pour manger sainement,"Bijlkensveldstraat 9, 3080 Tervuren, Belgium",Tervuren,3080,0,0,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJTyLa92TZw0cRHvg8Uw55TIo,producteur bio
Réseau des Groupes d'Achat Solidaires de l'Agriculture Paysanne,"Av. de la Couronne 382, 1050 Ixelles, Belgium",Ixelles,1050,4.5,4,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJS29n7mDEw0cRGKfUyjCZmHM,producteur bio
Färm,"Chau. de Waterloo 1250, 1180 Uccle, Belgium",Uccle,1180,4.4,78,grocery_or_supermarket|food|point_of_interest|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJmZAiKb3Fw0cR8caHw5_X0XM,producteur bio
L'EPICIER,"Pl. des Chasseurs Ardennais 6, 1030 Schaerbeek, Belgium",Schaerbeek,1030,4.9,39,point_of_interest|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJzec--kTDw0cRFQvfOann88g,producteur bio
Färm,"Quai au Bois à Brûler 43, 1000 Bruxelles, Belgium",Bruxelles,1000,4.3,470,supermarket|grocery_or_supermarket|food|point_of_interest|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJ08b4EYbDw0cRYT_5WYCCML8,producteur bio
Färm,"Rue Vanderkindere 546, 1180 Uccle, Belgium",Uccle,1180,4.4,178,grocery_or_supermarket|food|point_of_interest|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJb1TWyvrEw0cRrr7Pr54ghcg,producteur bio
Les Terres D’Ici,"Chau. de Bruxelles 117, 1310 La Hulpe, Belgium",La Hulpe,1310,4.2,332,restaurant|food|point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJP70TaEvRw0cRBUVbGpRMpmY,producteur bio
La ferme Urbaine de Neder-over-Heembeek,"Mariënborre 40A, 1120 Bruxelles, Belgium",Bruxelles,1120,4.6,18,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJ65VxX73Dw0cRwOUUkKIh-yA,producteur bio
Marché Bio Markt,"Pl. du Luxembourg 676, 1050 Bruxelles, Belgium",Bruxelles,1050,4.5,4,food|point_of_interest|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJswpMW1Hdw0cRZtGkOs5DhsQ,producteur bio
The Barn Bio Market,"Av. Milcamps 166, 1030 Schaerbeek, Belgium",Schaerbeek,1030,4.8,46,grocery_or_supermarket|food|point_of_interest|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJobA0LwDDw0cRx1HYWq4u998,producteur bio
Georges Market,"Av. Georges Henri 332B, 1200 Woluwe-Saint-Lambert, Belgium",Woluwe-Saint-Lambert,1200,5,9,grocery_or_supermarket|food|point_of_interest|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJq483tsjbw0cRn6XJqI3gSIQ,producteur bio
Ferme Sainte-Barbe,"1350, Chavée aux Lapins 12, 1350 Orp-Jauche, Belgium",Orp-Jauche,1350,4.4,45,store|point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJz3ogotJywUcR_odEDjjVUrs,producteur bio
Ferme de l'Hosté - Wavre,"Drève de l'Hostellerie, 1300 Wavre, Belgium",Wavre,1300,4.4,184,lodging|restaurant|food|point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJf7KIxxN9wUcRYlhrCsAU4Bc,producteur bio
